ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Large,Classify_Red,Classify_Small,Classify_Tiny,Classify_White,Intensity_IntegratedIntensityEdge_SubtractedRed,Intensity_IntegratedIntensity_SubtractedRed,Intensity_LowerQuartileIntensity_SubtractedRed,Intensity_MADIntensity_SubtractedRed,Intensity_MassDisplacement_SubtractedRed,Intensity_MaxIntensityEdge_SubtractedRed,Intensity_MaxIntensity_SubtractedRed,Intensity_MeanIntensityEdge_SubtractedRed,Intensity_MeanIntensity_SubtractedRed,Intensity_MedianIntensity_SubtractedRed,Intensity_MinIntensityEdge_SubtractedRed,Intensity_MinIntensity_SubtractedRed,Intensity_StdIntensityEdge_SubtractedRed,Intensity_StdIntensity_SubtractedRed,Intensity_UpperQuartileIntensity_SubtractedRed,Location_CenterMassIntensity_X_SubtractedRed,Location_CenterMassIntensity_Y_SubtractedRed,Location_CenterMassIntensity_Z_SubtractedRed,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_SubtractedRed,Location_MaxIntensity_Y_SubtractedRed,Location_MaxIntensity_Z_SubtractedRed,Number_Object_Number
1,11,15,16,440,136,436,132,437.4,133.4,0.6911795258719621,15,0.4898979485566358,4.370193722368317,1,0.9375,1.446802115179039,4.618802153517007,4.242640687119285,2.0,1.2276142374915398,1.0,3.0,4.026578365477733,45.0,11.414213562373096,1.0,0,1,1,0,0,8.93301796913147,11.671578049659729,0.7363794445991516,0.048917144536972046,0.014279579625722903,0.8705701231956482,0.8705701231956482,0.8120925426483154,0.7781052033106486,0.7908374667167664,0.746259331703186,0.6606020927429199,0.038499965467678574,0.0659554853580996,0.8387047201395035,437.4110620537527,133.39097019595675,0.0,437.4,133.4,0,439.0,132.0,0.0,11
1,12,24,30,639,137,633,132,635.3333333333334,133.875,0.7531247882420457,24,0.5849866175853743,5.527906391541368,1,0.8,1.3278012032165531,6.081140986576509,5.385164807134504,2.8284271247461903,1.3806484547546438,1.0,4.0,4.932066489508719,-70.39511600377169,15.071067811865476,1.0,0,1,1,0,0,11.344439685344696,19.37373584508896,0.7547868490219116,0.05738842487335205,0.040224060003136476,0.9147387146949768,0.9147387146949768,0.8726492065649766,0.8072389935453733,0.8460779190063477,0.7616908550262451,0.607073187828064,0.0445062977840109,0.09348889344529164,0.8955796957015991,635.3158402001621,133.91122106148347,0.0,635.3333333333334,133.875,0,633.0,133.0,0.0,12
1,13,385,540,610,152,590,125,600.4935064935065,136.16883116883116,1.293664920425498,415,0.6755197234028179,22.140398025397776,1,0.7129629629629629,0.7729976937699532,26.413220791743075,27.784887978899608,9.486832980505138,3.6246846238760146,3.0,18.853279657559685,19.475574865777155,17.50884562369267,79.11269837220809,0.927710843373494,1,1,0,0,0,62.8154274225235,325.9822598695755,0.7912003695964813,0.05858704447746277,0.1349191895166592,0.9584512710571289,1.0,0.8973632488931929,0.8467071684924039,0.8443566858768463,0.7321120500564575,0.5630995035171509,0.04494931447691234,0.07657972106118865,0.9120927155017853,600.619902086488,136.12163644693666,0.0,600.4935064935065,136.16883116883116,0,603.0,134.0,0.0,13
1,14,10,12,590,139,587,135,588.0,136.2,0.6202357696493015,10,0.6123724356957946,3.5682482323055424,1,0.8333333333333334,1.612290114395414,3.9191835884530852,3.1622776601683795,2.0,1.1414213562373097,1.0,2.0,3.0983866769659336,0.0,8.82842712474619,1.0,0,1,1,0,0,6.400821030139923,7.748377740383148,0.762721061706543,0.06302714347839355,0.007050567954743579,0.8461659550666809,0.8461659550666809,0.8001026287674904,0.7748377740383148,0.7665722370147705,0.7621685266494751,0.6666789054870605,0.03640482190835076,0.06019618610436276,0.8349166512489319,588.0067551509406,136.19798048415367,0.0,588.0,136.2,0,588.0,138.0,0.0,14
1,15,3,3,591,138,590,135,590.0,136.0,0.026525823848649224,3,1.0,1.9544100476116797,1,1.0,37.69911184307752,3.265986323710904,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,0,2.730512022972107,2.730512022972107,0.9047494530677795,0.03415030241012573,0.009767784120583656,0.9418278932571411,0.9418278932571411,0.9101706743240356,0.9101706743240356,0.9284923672676086,0.8735272884368896,0.8735272884368896,0.028105628740796314,0.028105628740796314,0.9418278932571411,590.0,135.99023221587942,0.0,590.0,136.0,0,590.0,135.0,0.0,15
1,16,16,20,538,139,533,135,535.0,136.5,0.6758228726291923,16,0.5773502691896258,4.51351666838205,1,0.8,1.4796776500174416,4.898979485566356,4.123105625617661,2.0,1.2285533905932737,1.0,3.0,4.0,90.0,11.65685424949238,1.0,0,1,1,0,0,8.471296668052673,12.782641887664795,0.7554003000259399,0.04386591911315918,0.015499504995288805,0.8842893838882446,0.8842893838882446,0.8471296668052674,0.7989151179790497,0.8271440863609314,0.7922923564910889,0.6583790183067322,0.02744132967035381,0.06957503101884156,0.868640124797821,534.9923948861317,136.4864945604237,0.0,535.0,136.5,0,536.0,135.0,0.0,16
1,17,29,36,574,142,568,136,570.551724137931,138.58620689655172,0.7996749890984819,30,0.5417745765101215,6.076507779746499,1,0.8055555555555556,1.2505080359301415,6.587153268826373,5.830951894845301,2.8284271247461903,1.4551744143571528,1.0,4.919349550499537,5.536659292153485,-40.184415103770036,17.071067811865476,0.9666666666666667,0,1,1,0,0,12.666442096233368,22.197470784187317,0.6935829669237137,0.07744088768959045,0.024051282369908198,0.9042458534240723,0.9042458534240723,0.8444294730822245,0.765430027040942,0.7892531156539917,0.7396873831748962,0.5888932943344116,0.03648271250687527,0.09309381600855153,0.8428267240524292,570.5278357991282,138.5890017942022,0.0,570.551724137931,138.58620689655172,0,568.0,140.0,0.0,17
1,18,21,25,531,143,526,138,528.1904761904761,139.95238095238096,0.7686911435047676,22,0.5441647649087307,5.170882945826411,1,0.84,1.3009126076835016,5.602338368222782,5.0,2.23606797749979,1.3085099364104322,1.0,4.0,4.7002407233912535,-36.136185272811126,14.242640687119286,0.9545454545454546,0,1,1,0,0,11.138141393661499,16.871725022792816,0.7473635375499725,0.07083514332771301,0.024449283812887013,0.9377800226211548,0.9377800226211548,0.8567801072047307,0.8034154772758484,0.8147311806678772,0.7835128307342529,0.6468237638473511,0.044717738497101485,0.0818042069716664,0.8845504820346832,528.1787877453439,139.97385530287997,0.0,528.1904761904761,139.95238095238096,0,529.0,142.0,0.0,18
1,19,13,16,515,143,511,139,512.3846153846154,140.6153846153846,0.6422005297067807,13,0.523556754446835,4.068428945128219,1,0.8125,1.5571460217520925,4.318667337728677,3.605551275463989,2.0,1.172510822086099,1.0,2.8284271247461903,3.6794648440311994,45.0,10.242640687119284,1.0,0,1,1,0,0,7.675713956356049,10.644096553325653,0.7764135301113129,0.053077131509780884,0.0240131415758226,0.8920594453811646,0.8920594453811646,0.8528571062617831,0.8187766579481272,0.8321668207645416,0.7940187454223633,0.7155855894088745,0.03775172867925483,0.0612702659463347,0.8817123770713806,512.4074389169789,140.60792021059981,0.0,512.3846153846154,140.6153846153846,0,514.0,140.0,0.0,19
1,20,31,40,687,148,682,140,683.7741935483871,143.1290322580645,0.9336378781377559,33,0.7953354809703682,6.282549314314218,1,0.775,1.0710790804616996,8.078417956045294,7.280109889280518,2.8284271247461903,1.410366108120592,1.0,4.0,4.896890639704592,-11.089513745323815,19.071067811865472,0.9393939393939394,0,1,1,0,0,14.107546508312225,24.01447105407715,0.7064163833856583,0.0726030170917511,0.005511825346076699,0.8828860521316528,0.8828860521316528,0.8298556769595427,0.7746603565831338,0.7844929397106171,0.7481312155723572,0.6274092197418213,0.03971980284295191,0.07228014702666967,0.8421074748039246,683.7686859874458,143.12881548370322,0.0,683.7741935483871,143.1290322580645,0,682.0,141.0,0.0,20
1,21,10,12,626,145,622,142,623.2,143.0,0.6202357696493015,10,0.6123724356957946,3.5682482323055424,1,0.8333333333333334,1.612290114395414,3.9191835884530852,3.1622776601683795,2.0,1.1414213562373097,1.0,2.0,3.0983866769659336,90.0,8.82842712474619,1.0,0,1,1,0,0,6.311880171298981,7.545228481292725,0.7170677185058594,0.05537104606628418,0.02629799150765868,0.842504620552063,0.842504620552063,0.7889850214123726,0.7545228481292725,0.7871335744857788,0.7026621103286743,0.5963610410690308,0.04851988371300176,0.0819538489729759,0.8390553891658783,623.1807285604675,142.9821059793316,0.0,623.2,143.0,0,622.0,144.0,0.0,21
1,22,8,12,713,147,710,143,711.0,144.5,0.5831777009960409,8,0.5773502691896258,3.1915382432114616,1,0.6666666666666666,1.714743204844845,3.4641016151377544,3.0,1.4142135623730951,1.1035533905932737,1.0,2.0,2.8284271247461903,0.0,7.65685424949238,1.0,0,1,1,0,0,4.866865634918213,6.341451525688171,0.7806209325790405,0.04836928844451904,0.0053591201186861046,0.8463962078094482,0.8463962078094482,0.8111442724863688,0.7926814407110214,0.7954713702201843,0.7806209325790405,0.7292211055755615,0.025286281459566434,0.038967475457243404,0.8438406586647034,710.9953114570693,144.49740428552542,0.0,711.0,144.5,0,711.0,146.0,0.0,22
1,23,16,25,390,149,385,144,387.3125,146.125,0.7752947120616269,17,0.381170670721425,4.51351666838205,1,0.64,1.2898320915163313,4.712429170543843,4.123105625617661,2.23606797749979,1.2433076391870106,1.0,3.5355339059327378,4.3566628642353615,60.76739595259414,12.48528137423857,0.9411764705882353,0,1,1,0,0,8.285184621810913,12.590917110443115,0.7408472299575806,0.06011331081390381,0.02140005352500889,0.8898519277572632,0.8898519277572632,0.8285184621810913,0.7869323194026947,0.7944777011871338,0.7450678944587708,0.6681094169616699,0.04371399747013964,0.06704593214186119,0.8564136028289795,387.3077748818058,146.14587188417283,0.0,387.3125,146.125,0,387.0,148.0,0.0,23
1,24,24,36,507,149,501,143,503.8333333333333,145.41666666666666,0.9010971635055895,28,0.3384239921719669,5.527906391541368,1,0.6666666666666666,1.1097582375130814,5.739511466302392,5.385164807134504,2.23606797749979,1.3387079251871647,1.0,4.47213595499958,5.400844308003563,83.18650257005424,16.485281374238568,0.8571428571428571,0,1,1,0,0,12.081137776374817,19.435341596603394,0.7582713961601257,0.0615878701210022,0.025789764434805816,0.9287549257278442,0.9287549257278442,0.8629384125982013,0.8098058998584747,0.8198592662811279,0.7582713961601257,0.6411058306694031,0.04518434506161096,0.08204386710425962,0.8803974390029907,503.8237069951076,145.39274083205285,0.0,503.8333333333333,145.41666666666666,0,504.0,148.0,0.0,24
