Align_Xshift_AlignedCombined,Align_Xshift_AlignedPlate,Align_Xshift_AlignedRed,Align_Yshift_AlignedCombined,Align_Yshift_AlignedPlate,Align_Yshift_AlignedRed,Channel_OrigColor,Channel_PlateTemplate,Classify_Large_NumObjectsPerBin,Classify_Large_PctObjectsPerBin,Classify_Red_NumObjectsPerBin,Classify_Red_PctObjectsPerBin,Classify_Small_NumObjectsPerBin,Classify_Small_PctObjectsPerBin,Classify_Tiny_NumObjectsPerBin,Classify_Tiny_PctObjectsPerBin,Classify_White_NumObjectsPerBin,Classify_White_PctObjectsPerBin,Count_Colonies,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationCalculate,ExecutionTime_08CorrectIlluminationCalculate,ExecutionTime_09CorrectIlluminationApply,ExecutionTime_10ImageMath,ExecutionTime_11Align,ExecutionTime_12MaskImage,ExecutionTime_13MaskImage,ExecutionTime_14ImageMath,ExecutionTime_15IdentifyPrimaryObjects,ExecutionTime_16MeasureObjectIntensity,ExecutionTime_17MeasureObjectSizeShape,ExecutionTime_18ClassifyObjects,ExecutionTime_19OverlayOutlines,ExecutionTime_20SaveImages,FileName_OrigColor,FileName_PlateTemplate,Frame_OrigColor,Frame_PlateTemplate,Group_Index,Group_Length,Group_Number,Height_OrigColor,Height_PlateTemplate,ImageNumber,ImageSet_ImageSet,MD5Digest_OrigColor,MD5Digest_PlateTemplate,Mean_Colonies_AreaShape_Area,Mean_Colonies_AreaShape_BoundingBoxArea,Mean_Colonies_AreaShape_BoundingBoxMaximum_X,Mean_Colonies_AreaShape_BoundingBoxMaximum_Y,Mean_Colonies_AreaShape_BoundingBoxMinimum_X,Mean_Colonies_AreaShape_BoundingBoxMinimum_Y,Mean_Colonies_AreaShape_Center_X,Mean_Colonies_AreaShape_Center_Y,Mean_Colonies_AreaShape_Compactness,Mean_Colonies_AreaShape_ConvexArea,Mean_Colonies_AreaShape_Eccentricity,Mean_Colonies_AreaShape_EquivalentDiameter,Mean_Colonies_AreaShape_EulerNumber,Mean_Colonies_AreaShape_Extent,Mean_Colonies_AreaShape_FormFactor,Mean_Colonies_AreaShape_MajorAxisLength,Mean_Colonies_AreaShape_MaxFeretDiameter,Mean_Colonies_AreaShape_MaximumRadius,Mean_Colonies_AreaShape_MeanRadius,Mean_Colonies_AreaShape_MedianRadius,Mean_Colonies_AreaShape_MinFeretDiameter,Mean_Colonies_AreaShape_MinorAxisLength,Mean_Colonies_AreaShape_Orientation,Mean_Colonies_AreaShape_Perimeter,Mean_Colonies_AreaShape_Solidity,Mean_Colonies_Classify_Large,Mean_Colonies_Classify_Red,Mean_Colonies_Classify_Small,Mean_Colonies_Classify_Tiny,Mean_Colonies_Classify_White,Mean_Colonies_Intensity_IntegratedIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_IntegratedIntensity_SubtractedRed,Mean_Colonies_Intensity_LowerQuartileIntensity_SubtractedRed,Mean_Colonies_Intensity_MADIntensity_SubtractedRed,Mean_Colonies_Intensity_MassDisplacement_SubtractedRed,Mean_Colonies_Intensity_MaxIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MaxIntensity_SubtractedRed,Mean_Colonies_Intensity_MeanIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MeanIntensity_SubtractedRed,Mean_Colonies_Intensity_MedianIntensity_SubtractedRed,Mean_Colonies_Intensity_MinIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_MinIntensity_SubtractedRed,Mean_Colonies_Intensity_StdIntensityEdge_SubtractedRed,Mean_Colonies_Intensity_StdIntensity_SubtractedRed,Mean_Colonies_Intensity_UpperQuartileIntensity_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_X_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_Y_SubtractedRed,Mean_Colonies_Location_CenterMassIntensity_Z_SubtractedRed,Mean_Colonies_Location_Center_X,Mean_Colonies_Location_Center_Y,Mean_Colonies_Location_Center_Z,Mean_Colonies_Location_MaxIntensity_X_SubtractedRed,Mean_Colonies_Location_MaxIntensity_Y_SubtractedRed,Mean_Colonies_Location_MaxIntensity_Z_SubtractedRed,Metadata_Frame,Metadata_Series,Metadata_SizeC,Metadata_SizeT,Metadata_SizeZ,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05ColorToGray,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationCalculate,ModuleError_08CorrectIlluminationCalculate,ModuleError_09CorrectIlluminationApply,ModuleError_10ImageMath,ModuleError_11Align,ModuleError_12MaskImage,ModuleError_13MaskImage,ModuleError_14ImageMath,ModuleError_15IdentifyPrimaryObjects,ModuleError_16MeasureObjectIntensity,ModuleError_17MeasureObjectSizeShape,ModuleError_18ClassifyObjects,ModuleError_19OverlayOutlines,ModuleError_20SaveImages,PathName_OrigColor,PathName_PlateTemplate,ProcessingStatus,Scaling_OrigColor,Scaling_PlateTemplate,Series_OrigColor,Series_PlateTemplate,Threshold_FinalThreshold_Colonies,Threshold_OrigThreshold_Colonies,Threshold_SumOfEntropies_Colonies,Threshold_WeightedVariance_Colonies,URL_OrigColor,URL_PlateTemplate,Width_OrigColor,Width_PlateTemplate
3,0,3,-7,0,-7,-2,-1,86,3.5289290110791955,2437,100.0,2119,86.95116947066064,232,9.519901518260156,0,0.0,2437.0,0.0,0.0,1.75,0.0,0.14000000000000057,0.25,0.2599999999999998,0.25,0.009999999999999787,0.0,9.790000000000001,0.0,0.0,0.0,0.6700000000000017,0.120000000000001,1.1700000000000017,0.019999999999999574,0.07000000000000028,0.2799999999999976,6-1.jpg,PlateTemplate.png,0,0,1,1,1,1116,1116,1,b'eLvgVPKws7GvyM1RKAP6GCgADAxgyldIzUvOT8nMS7dVCg1x07VQsgeq83VVACrMK7ZVyigpKQA6uby8XC+/IDUvNxOYAoqT8wsqwQ4PTs5IzU0sBmUYkIPNdA3MlJCjGZELyMo64Mh2hkf7YM5BZrqGelkFpKYYOxtE/ASlplEpkUBzYB5ZWZBw/BDOmoMqZlCcq1eQR1auRgtFHPmLJlleAeTt4oLE5FRyTQOGIXJpATXbRh9Z0AZShuga2ehDSxN9VN8ABXD4GpT77QD3X28I',201da4b2e7e6109978924c6520ba1338,4b944e509264d1919df4cbdbdb5dbf64,22.957734919983587,29.620434961017644,556.6598276569553,588.136233073451,551.7123512515387,583.4238818219122,553.6970540201546,585.2644558074038,0.6874387355283813,23.977841608535083,0.5144306035850753,4.815720028632605,1.0,0.8095598417495932,1.5372287815887418,5.262778930152285,4.637533699272119,2.2192709524685927,1.28894635598812,1.082526162149441,3.398874839500247,4.284270448636134,23.910977053840252,13.093945160416267,0.9708428240905601,0.03528929011079196,1.0,0.8695116947066065,0.09519901518260156,0.0,9.879657936355448,18.30490093555028,0.7451235103250088,0.056229453669936626,0.024833421511740356,0.8953027516835823,0.8955108782870387,0.8363313297540486,0.7925929894901492,0.8099807642574529,0.7649597359280826,0.6601877965592535,0.04005839672749606,0.07122397390170848,0.858330962743043,553.6959939023419,585.2650001022748,0.0,553.6970540201546,585.2644558074038,0.0,553.4764054164957,585.2601559294214,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/mohammadh/Desktop/pract-info/images,/Users/mohammadh/Desktop/pract-info/images,Done,255,255,0,0,0.11453950577557473,0.11453950577557473,-11.362535481449978,0.377283198832756,file:/Users/mohammadh/Desktop/pract-info/images/6-1.jpg,file:/Users/mohammadh/Desktop/pract-info/images/PlateTemplate.png,1112,1112
